ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,DELETED
4476,Food-Spice,Mix spices,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,
4477,Food-Spice,Red Chilli powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,
4478,Food-Spice,Yellow Chana Dal,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,
4479,Food Other,Urad dal,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,
4480,Food-Spice,Turmeric Powder,Lead,0.23,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,
4481,Food-Spice,Cumin seeds,Lead,0.29,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,
4482,Food-Spice,Mastard seed,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,
4483,Food-Spice,Asafoetida,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,
4484,Food-Spice,Idli chilli powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,
4485,Food Other,Home made apple juice,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,07/30/2019 12:00:00 AM,
4486,Tableware/Pottery,Roti pan,Lead,0.5,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/30/2019 12:00:00 AM,
4487,Toys/Children's Products,Chalk Pencil,Lead,0.63,ppm,UNKNOWN OR NOT STATED,CHINA,07/30/2019 12:00:00 AM,
4488,Food-Spice,Turmeric,Lead,0.23,ppm,UNKNOWN OR NOT STATED,EGYPT,07/30/2019 12:00:00 AM,
4489,Food-Spice,Chili,Lead,0.48,ppm,UNKNOWN OR NOT STATED,EGYPT,07/30/2019 12:00:00 AM,
4490,Food-Spice,Cumin,Lead,-1,ppm,UNKNOWN OR NOT STATED,EGYPT,07/30/2019 12:00:00 AM,
4491,Food-Spice,Mix spice 1,Lead,0.42,ppm,UNKNOWN OR NOT STATED,EGYPT,07/30/2019 12:00:00 AM,
4492,Food-Spice,Mix spice 2,Lead,1.1,ppm,UNKNOWN OR NOT STATED,EGYPT,07/30/2019 12:00:00 AM,
4493,Food-Spice,Cumin Powder,Lead,-1,ppm,SQUARE FOOD & BEVERAGE LTD,BANGLADESH,07/30/2019 12:00:00 AM,
4494,Food Other,Potato Crackers,Lead,-1,ppm,BOMBAY SWEETS & GO LTD,BANGLADESH,07/30/2019 12:00:00 AM,
4495,Food-Spice,Chilli Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/31/2019 12:00:00 AM,
4496,Food-Spice,Garam masala,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/31/2019 12:00:00 AM,
4497,Food-Spice,Ginger powder,Lead,0.38,ppm,UNKNOWN OR NOT STATED,INDIA,07/31/2019 12:00:00 AM,
4498,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/31/2019 12:00:00 AM,
4499,Food-Spice,Black pepper,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/31/2019 12:00:00 AM,
4500,Food-Spice,Meat Masala,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/31/2019 12:00:00 AM,
4501,Toys/Children's Products,Red metal toy car,Lead,1.6,ppm,Top Mark,CHINA,07/31/2019 12:00:00 AM,
4502,Toys/Children's Products,Silver toy car,Lead,2.3,ppm,UNKNOWN OR NOT STATED,CHINA,07/31/2019 12:00:00 AM,
4503,Food-Spice,Radhuni Coriander Powder,Lead,-1,ppm,Square Consumer LTD.,BANGLADESH,08/01/2019 12:00:00 AM,
4504,Food-Spice,El Criollito,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/02/2019 12:00:00 AM,
4505,Food-Spice,Chili Powder,Lead,0.38,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/02/2019 12:00:00 AM,
4506,Food-Spice,Turmeric powder,Lead,0.8,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/02/2019 12:00:00 AM,
4507,Food-Spice,Cumin Powder,Lead,0.33,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/02/2019 12:00:00 AM,
4508,Food-Spice,Coriander seeds powder,Lead,0.45,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/02/2019 12:00:00 AM,
4509,Tableware/Pottery,"Yellow, Floral Mini plate (Yoshidaya Fuu Aoi)--Interior",Lead,3.8,MG/CM^2,UNKNOWN OR NOT STATED,JAPAN,08/02/2019 12:00:00 AM,
4510,Tableware/Pottery,Orange Fish Mini bowl (MIYA)--Interior,Lead,-1,MG/CM^2,UNKNOWN OR NOT STATED,JAPAN,08/02/2019 12:00:00 AM,
4511,Tableware/Pottery,Square Mini plate (MIYA)--Interior,Lead,0.2,MG/CM^2,UNKNOWN OR NOT STATED,JAPAN,08/02/2019 12:00:00 AM,
4512,Tableware/Pottery,Blue Fish Plate--Interior,Lead,0.2,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/02/2019 12:00:00 AM,
4513,Tableware/Pottery,Black plate with florals--Interior,Lead,3,MG/CM^2,UNKNOWN OR NOT STATED,CHINA,08/02/2019 12:00:00 AM,
4514,Tableware/Pottery,Grey checkered mini plate--Interior,Lead,-1,MG/CM^2,UNKNOWN OR NOT STATED,JAPAN,08/02/2019 12:00:00 AM,
4515,Tableware/Pottery,Sea green mini plate--Interior,Lead,-1,MG/CM^2,UNKNOWN OR NOT STATED,JAPAN,08/02/2019 12:00:00 AM,
4516,Tableware/Pottery,Bowl with blue painted swirls--Interior,Lead,0.1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/02/2019 12:00:00 AM,
4517,Food-Spice,Turmeric,Lead,260,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/04/2019 12:00:00 AM,
4518,Dietary Supplement/Medications/Remedy,Ampicilina,Lead,-1,ppm,Laboratorios LIFE C.A. Quito-Educador,ECUADOR,08/05/2019 12:00:00 AM,
4519,Dietary Supplement/Medications/Remedy,Nervios Estress Y Sust,Lead,-1,ppm,Laboratorios CICA,UNKNOWN OR NOT STATED,08/05/2019 12:00:00 AM,
4520,Food-Spice,Chakwali Rewari,Lead,-1,ppm,Zubsa Enterprises,PAKISTAN,08/05/2019 12:00:00 AM,
4521,Food-Spice,Turmeric,Lead,0.29,ppm,Zubsa enterprises,PAKISTAN,08/05/2019 12:00:00 AM,
4522,Food-Spice,Turmeric Powder,Lead,44,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/06/2019 12:00:00 AM,
4523,Food Other,Milled Cereal,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/06/2019 12:00:00 AM,
4524,Food-Candy,Chipileta naranja,Lead,-1,ppm,Caramelos Don Picoso,MEXICO,08/06/2019 12:00:00 AM,
4525,Dietary Supplement/Medications/Remedy,Apetitol,Lead,-1,ppm,Apetitol Jarabe – Laboratorio Neofarmaco,ECUADOR,08/07/2019 12:00:00 AM,
4526,Food-Candy,Manicho,Lead,-1,ppm,La Universal,ECUADOR,08/07/2019 12:00:00 AM,
4527,Food-Spice,Corriander seed powder,Lead,1.6,ppm,UNKNOWN OR NOT STATED,GEORGIA,08/07/2019 12:00:00 AM,
4528,Food-Spice,Red Powder,Lead,1800,ppm,UNKNOWN OR NOT STATED,GEORGIA,08/07/2019 12:00:00 AM,
4529,Food-Spice,Brownish powder,Lead,2.5,ppm,UNKNOWN OR NOT STATED,GEORGIA,08/07/2019 12:00:00 AM,
4530,Food-Spice,Thyme,Lead,3.8,ppm,UNKNOWN OR NOT STATED,GEORGIA,08/07/2019 12:00:00 AM,
4531,Food-Spice,Dry Seasoning,Lead,2.1,ppm,UNKNOWN OR NOT STATED,GEORGIA,08/07/2019 12:00:00 AM,
4532,Food-Spice,Curry Powder,Lead,2300,ppm,UNKNOWN OR NOT STATED,GEORGIA,08/07/2019 12:00:00 AM,
4533,Food-Spice,Jerk Seasoning,Lead,2100,ppm,UNKNOWN OR NOT STATED,GEORGIA,08/07/2019 12:00:00 AM,
4534,Food-Spice,Mix Seasoning,Lead,1100,ppm,UNKNOWN OR NOT STATED,GEORGIA,08/07/2019 12:00:00 AM,
4535,Food-Spice,Oregano,Lead,4.8,ppm,UNKNOWN OR NOT STATED,GEORGIA,08/07/2019 12:00:00 AM,
4536,Food-Spice,Curry Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,08/07/2019 12:00:00 AM,
4537,Food-Spice,Jerk Seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,08/07/2019 12:00:00 AM,
4538,Food-Spice,Egg Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,08/07/2019 12:00:00 AM,
4539,Food-Spice,Dry Jerk Seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,08/07/2019 12:00:00 AM,
4540,Food Other,Mash Dahl (Lentils),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/08/2019 12:00:00 AM,
4541,Food-Spice,Coriander,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/08/2019 12:00:00 AM,
4542,Food Other,Red Palm Oil,Lead,-1,ppm,Unitata,MALAYSIA,08/09/2019 12:00:00 AM,
4543,Food Other,Palm Oil,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/09/2019 12:00:00 AM,
4544,Food Other,Locust Beans,Lead,0.3,ppm,Nakadi foods,IVORY COAST,08/09/2019 12:00:00 AM,
4545,Food-Spice,Okra powder,Lead,0.68,ppm,UNKNOWN OR NOT STATED,MALI,08/09/2019 12:00:00 AM,
4546,Food Other,Vitamin A (spice cube),Lead,-1,ppm,UNKNOWN OR NOT STATED,MALI,08/09/2019 12:00:00 AM,
4547,Food-Spice,Red Pepper Flake,Lead,-1,ppm,DUAL Specialty Store,INDIA,08/12/2019 12:00:00 AM,
4548,Food-Spice,Curry Powder Med. Hot,Lead,-1,ppm,Dual Specialty Store,INDIA,08/12/2019 12:00:00 AM,
4549,Food-Spice,Sauce for Pork Lungs in Chili,Lead,-1,ppm,Spicy Kings,CHINA,08/12/2019 12:00:00 AM,
4550,Food-Spice,Chili oil with black bean,Lead,-1,ppm,Guiyang Nanming Laoganma Special Flavour Foodstuff,CHINA,08/12/2019 12:00:00 AM,
4551,Food-Spice,Curry Powder,Lead,-1,ppm,Indi,GUYANA,08/13/2019 12:00:00 AM,
4552,Food-Spice,Coriander Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,08/15/2019 12:00:00 AM,
4553,Food-Spice,Chilli Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,08/15/2019 12:00:00 AM,
4554,Food-Spice,Coriander Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,08/15/2019 12:00:00 AM,
4555,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,08/15/2019 12:00:00 AM,
4556,Food-Spice,Cumin Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,08/15/2019 12:00:00 AM,
4557,Tableware/Pottery,Tea clay pot,Lead,18000,ppm,UNKNOWN OR NOT STATED,MEXICO,08/15/2019 12:00:00 AM,
4558,Food-Spice,All Spices,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,08/16/2019 12:00:00 AM,
4559,Cosmetics,Kajol,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,08/16/2019 12:00:00 AM,
4560,Cosmetics,Himalaya baby powder,Lead,1.2,ppm,The Himalaya Drug Company,INDIA,08/16/2019 12:00:00 AM,
4561,Food-Candy,Vero,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,08/16/2019 12:00:00 AM,
4562,Food-Spice,Ranchero Sazon Criollo,Lead,-1,ppm,"Baltimore Dominicana, S.A.",DOMINICAN REPUBLIC,08/17/2019 12:00:00 AM,
4563,Food-Spice,Cumin,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,08/19/2019 12:00:00 AM,
4564,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/19/2019 12:00:00 AM,
4565,Food-Spice,Coriander,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/19/2019 12:00:00 AM,
4566,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/20/2019 12:00:00 AM,
4567,Food-Spice,Chilli powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/20/2019 12:00:00 AM,
4568,Food-Spice,Hot chilli powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/20/2019 12:00:00 AM,
4569,Food-Spice,Curry Powder,Lead,0.52,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/20/2019 12:00:00 AM,
4570,Religious powder,Surma,Lead,870000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,08/21/2019 12:00:00 AM,
4571,Food-Candy,Manita de la suerte,Lead,-1,ppm,Barcel SA de CV,MEXICO,08/23/2019 12:00:00 AM,
4572,Religious powder,Bibhuti,Lead,710,ppm,UNKNOWN OR NOT STATED,NEPAL,08/23/2019 12:00:00 AM,
4573,Jewelry,Rudraksha (Amulet),Lead,0.75,ppm,UNKNOWN OR NOT STATED,NEPAL,08/23/2019 12:00:00 AM,
4574,Food-Spice,Turmeric,Lead,0.29,ppm,Zubsa Enterprises,UNITED STATES,08/27/2019 12:00:00 AM,
4575,Food-Spice,Cinnamon Stick,Lead,0.42,ppm,UNKNOWN OR NOT STATED,PAKISTAN,08/27/2019 12:00:00 AM,
4576,Food-Spice,Curry Powder,Lead,-1,ppm,Shan,UNITED STATES,08/27/2019 12:00:00 AM,
4577,Food Other,Coffee Powder,Lead,0.37,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/27/2019 12:00:00 AM,
4578,Food-Spice,Onion Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/27/2019 12:00:00 AM,
4579,Food-Spice,Cumin Powder,Lead,0.26,ppm,Square Food & Beverage Ltd.,BANGLADESH,08/27/2019 12:00:00 AM,
4580,Food-Spice,Radhuni Tumeric Powder,Lead,1,ppm,Square Food & Beverages Ltd.,BANGLADESH,08/27/2019 12:00:00 AM,
4581,Food-Candy,Tamarind gel candy,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,08/28/2019 12:00:00 AM,
4582,Food-Spice,Aba,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,08/28/2019 12:00:00 AM,
4583,Food Other,Pumpkin seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,08/28/2019 12:00:00 AM,
4584,Food Other,Couscous,Lead,-1,ppm,UNKNOWN OR NOT STATED,MALI,08/30/2019 12:00:00 AM,
4585,Toys/Children's Products,Carbon Zinc Battery,Lead,-1,ppm,Panasonic,INDONESIA,08/30/2019 12:00:00 AM,
4586,Food-Spice,Dual Specialty Store Turmeric Powder,Lead,0.9,ppm,UNKNOWN OR NOT STATED,INDIA,08/30/2019 12:00:00 AM,
4587,Food-Spice,Dual Speacialty Store Chili Powder,Lead,0.31,ppm,UNKNOWN OR NOT STATED,INDIA,08/30/2019 12:00:00 AM,
4588,Food-Spice,Dual Speacialty Store Kashmiri Chili Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,08/30/2019 12:00:00 AM,
4589,Food-Spice,Dual Speacialty Store Organic Turmeric Powder,Lead,0.43,ppm,UNKNOWN OR NOT STATED,INDIA,08/30/2019 12:00:00 AM,
4590,Tableware/Pottery,Dinner plate w/ bright colored bird and flower designs--Interior,Lead,2.5,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/30/2019 12:00:00 AM,
4591,Food-Spice,Cumin,Lead,2.2,ppm,UNKNOWN OR NOT STATED,NEPAL,09/03/2019 12:00:00 AM,
4592,Dietary Supplement/Medications/Remedy,Cefixime oral suspension Cebay (dry syrup),Lead,-1,ppm,Cebay,NEPAL,09/03/2019 12:00:00 AM,
4593,Dietary Supplement/Medications/Remedy,Antitussive Syrup for pediatric use,Lead,-1,ppm,Vasodryl,NEPAL,09/03/2019 12:00:00 AM,
4594,Dietary Supplement/Medications/Remedy,Ibuprofen and Paracetamol Suspension,Lead,-1,ppm,UNKNOWN OR NOT STATED,NEPAL,09/03/2019 12:00:00 AM,
4595,Food-Spice,Chilli powder,Lead,0.37,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/03/2019 12:00:00 AM,
4596,Food-Spice,Cinnamon sticks,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/03/2019 12:00:00 AM,
4597,Food-Spice,Jerk seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,JAMAICA,09/03/2019 12:00:00 AM,
4598,Food-Spice,Cumin,Lead,1.3,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/05/2019 12:00:00 AM,
4599,Food-Spice,Coriander,Lead,5.8,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/05/2019 12:00:00 AM,
4600,Food-Spice,Chili,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/05/2019 12:00:00 AM,
4601,Food-Spice,Turmeric,Lead,11,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/05/2019 12:00:00 AM,
4602,Food-Spice,Turmeric,Lead,-1,ppm,not indicated,INDIA,09/05/2019 12:00:00 AM,
4603,Food-Spice,Akpei a french term for dry smoked fish.,Lead,-1,ppm,UNKNOWN OR NOT STATED,IVORY COAST,09/06/2019 12:00:00 AM,
4604,Food-Spice,Dried okra,Lead,0.04,ppm,UNKNOWN OR NOT STATED,IVORY COAST,09/06/2019 12:00:00 AM,
4605,Food-Spice,Comin,Lead,0.44,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/07/2019 12:00:00 AM,
4606,Food-Spice,Coriander powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,09/07/2019 12:00:00 AM,
4607,Food-Spice,Utzko-Suneli,Lead,0.29,ppm,UNKNOWN OR NOT STATED,GEORGIA,09/07/2019 12:00:00 AM,
4608,Food-Spice,Bayleaf powder,Lead,1.1,ppm,UNKNOWN OR NOT STATED,GEORGIA,09/07/2019 12:00:00 AM,
4609,Food-Spice,Caraway powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,09/07/2019 12:00:00 AM,
4610,Food-Spice,Bean seasoning,Lead,0.24,ppm,UNKNOWN OR NOT STATED,GEORGIA,09/07/2019 12:00:00 AM,
4611,Food-Spice,Kharcha seasoning,Lead,0.61,ppm,UNKNOWN OR NOT STATED,GEORGIA,09/07/2019 12:00:00 AM,
4612,Food-Spice,Chilli Powder,Lead,0.82,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/09/2019 12:00:00 AM,
4613,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/09/2019 12:00:00 AM,
4614,Food-Spice,Korma,Lead,-1,ppm,Shan foodsLdt,PAKISTAN,09/09/2019 12:00:00 AM,
4615,Food Other,Chocolate,Lead,-1,ppm,UNKNOWN OR NOT STATED,ECUADOR,09/09/2019 12:00:00 AM,
4616,Food-Candy,Pelon mini,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,09/09/2019 12:00:00 AM,
4617,Food-Candy,MI media sandia,Lead,-1,ppm,Manufactured in Mexico,MEXICO,09/09/2019 12:00:00 AM,
4618,Tableware/Pottery,Glazed clay jug,Lead,1.9,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/09/2019 12:00:00 AM,
4619,Tableware/Pottery,Blue and White Ceramic Bowl with Flowers,Lead,-1,MG/CM^2,UNKNOWN OR NOT STATED,JAPAN,09/09/2019 12:00:00 AM,
4620,Food-Spice,Knorr Chicken Flavor Bouillon,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,09/09/2019 12:00:00 AM,
4621,Food-Spice,Oriental Mascot Chinese Pepper Powder,Lead,0.66,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,09/09/2019 12:00:00 AM,
4622,Food-Spice,Oriental Mascot Red Pepper Powder,Lead,0.35,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,09/09/2019 12:00:00 AM,
4623,Tableware/Pottery,Small Blue and white Ceramic Bowl,Lead,-1,MG/CM^2,UNKNOWN OR NOT STATED,UNITED STATES,09/09/2019 12:00:00 AM,
4624,Food-Spice,Tajin Clasico Seasoning with Lime,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,09/09/2019 12:00:00 AM,
4625,Food-Spice,Knorr  Chicken Flavor Bouillon,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,09/09/2019 12:00:00 AM,
4626,Tableware/Pottery,Large Plate with Bright Colored Flowers,Lead,1.2,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/09/2019 12:00:00 AM,
4627,Dietary Supplement/Medications/Remedy,Capa 1,Lead,0.48,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/10/2019 12:00:00 AM,
4628,Dietary Supplement/Medications/Remedy,Capa 2,Lead,1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/10/2019 12:00:00 AM,
4629,Jewelry,Pink bracelet,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/10/2019 12:00:00 AM,
4630,Food Other,Carrot baby food,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,09/10/2019 12:00:00 AM,
4631,Food-Spice,Chilli,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/10/2019 12:00:00 AM,
4632,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/10/2019 12:00:00 AM,
4633,Food-Spice,Khmeli Suneli,Lead,2500,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/11/2019 12:00:00 AM,
4634,Food-Spice,Kondari,Lead,0.94,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/11/2019 12:00:00 AM,
4635,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/11/2019 12:00:00 AM,
4636,Food-Spice,Yellow curry powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/11/2019 12:00:00 AM,
4637,Food-Spice,Red chill powder,Lead,0.23,ppm,UNKNOWN OR NOT STATED,UNITED STATES MINOR OUTLYING ISLANDS,09/11/2019 12:00:00 AM,
4638,Food-Spice,Goldensmell Five Spice Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,09/11/2019 12:00:00 AM,
4639,Food-Spice,Goldensmell Five Spice Powder,Lead,0.73,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,09/11/2019 12:00:00 AM,
4640,Food-Spice,Oriental Mascot Five Spice Powder,Lead,0.78,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,09/11/2019 12:00:00 AM,
4641,Food-Spice,Golden Chick Five Spice Powder,Lead,2.9,ppm,UNKNOWN OR NOT STATED,CHINA,09/11/2019 12:00:00 AM,
4642,Food-Spice,Yu Yee Brand Five Spice Powder,Lead,3,ppm,UNKNOWN OR NOT STATED,CHINA,09/11/2019 12:00:00 AM,
4643,Food-Spice,Five Spices Powder,Lead,2.4,ppm,UNKNOWN OR NOT STATED,CHINA,09/11/2019 12:00:00 AM,
4644,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/12/2019 12:00:00 AM,
4645,Food-Spice,Cumin Seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/12/2019 12:00:00 AM,
4646,Food-Spice,Celery Seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/12/2019 12:00:00 AM,
4647,Food-Spice,Fennel Seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/12/2019 12:00:00 AM,
4648,Toys/Children's Products,Peppa Pig Toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,09/12/2019 12:00:00 AM,
4649,Toys/Children's Products,Peppa Pig Toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,09/12/2019 12:00:00 AM,
4650,Toys/Children's Products,Princess lego toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/12/2019 12:00:00 AM,
4651,Dietary Supplement/Medications/Remedy,Omega & DHA Kid's Gummies,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,09/12/2019 12:00:00 AM,
4652,Dietary Supplement/Medications/Remedy,NovaFerrum Pediatric Drops Dietary Supplement Multivitamin with Iron,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/12/2019 12:00:00 AM,
4653,Cosmetics,Nail Alert,Lead,-1,ppm,UNKNOWN OR NOT STATED,SWITZERLAND,09/12/2019 12:00:00 AM,
4654,Paint Supplies,"Brown, gray, black paint",Lead,0.84,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/12/2019 12:00:00 AM,
4655,Other,Training Toothpaste,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/12/2019 12:00:00 AM,
4656,Other,Children's toothpaste,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/12/2019 12:00:00 AM,
4657,Food-Spice,Chilli,Lead,0.49,ppm,UNKNOWN OR NOT STATED,PAKISTAN,09/12/2019 12:00:00 AM,
4658,Cosmetics,Surma,Lead,930000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,09/13/2019 12:00:00 AM,
4659,Food-Spice,Turmeric,Lead,0.3,ppm,UNKNOWN OR NOT STATED,AZERBAIJAN,09/13/2019 12:00:00 AM,
4660,Food-Spice,Chicken Masala,Lead,0.63,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/14/2019 12:00:00 AM,
4661,Food-Spice,Cumin Powder,Lead,0.24,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/14/2019 12:00:00 AM,
4662,Food-Spice,Chilli Powder,Lead,0.23,ppm,Square Food & Beverage LTD,BANGLADESH,09/14/2019 12:00:00 AM,
4663,Other,Soil,Lead,580.9,ppm,UNKNOWN OR NOT STATED,UNITED STATES,09/18/2019 12:00:00 AM,
4664,Food-Spice,Chilli powder,Lead,0.69,ppm,UNKNOWN OR NOT STATED,PAKISTAN,09/18/2019 12:00:00 AM,
