ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,DELETED
1792,Tableware/Pottery,Clay Pot,Lead,-1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/10/2016 12:00:00 AM,
1793,Food-Spice,Turmeric Powder,Lead,700,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/14/2016 12:00:00 AM,
1794,Food-Spice,Coriander Powder,Lead,3,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/14/2016 12:00:00 AM,
1795,Food-Spice,Jeera Powder,Lead,3.9,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/14/2016 12:00:00 AM,
1796,Food-Spice,Chili Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/14/2016 12:00:00 AM,
1797,Food-Spice,Garam Masala,Lead,-1,ppm,Mahashian Di Hatti Pvt. Ltd.,INDIA,06/14/2016 12:00:00 AM,
1798,Food-Spice,Tandoori Masala,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,06/14/2016 12:00:00 AM,
1799,Food-Spice,Japanese sea weed,Lead,0.48,ppm,UNKNOWN OR NOT STATED,JAPAN,06/17/2016 12:00:00 AM,
1800,Other,Japanese lacquer,Lead,7.3,ppm,UNKNOWN OR NOT STATED,JAPAN,06/17/2016 12:00:00 AM,
1801,Other,lacquer,Lead,6.5,ppm,UNKNOWN OR NOT STATED,JAPAN,06/17/2016 12:00:00 AM,
1802,Toys/Children's Products,Wooden puzzle,Lead,18,ppm,UNKNOWN OR NOT STATED,UNITED STATES,06/17/2016 12:00:00 AM,
1803,Toys/Children's Products,Wooden puzzle,Lead,16,ppm,UNKNOWN OR NOT STATED,UNITED STATES,06/17/2016 12:00:00 AM,
1804,Food-Spice,Red Spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/21/2016 12:00:00 AM,
1805,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/21/2016 12:00:00 AM,
1806,Cosmetics,Surma Nargisi,Lead,470000,ppm,HAMDARD LABORATORIES,PAKISTAN,06/23/2016 12:00:00 AM,
1807,Jewelry,Bracelet,Lead,150,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/24/2016 12:00:00 AM,
1808,Food-Spice,Chili Powder,Lead,0.55,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/01/2016 12:00:00 AM,
1809,Food-Spice,Turmeric Powder,Lead,380,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/01/2016 12:00:00 AM,
1810,Food-Spice,Cumin Powder,Lead,7.9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/01/2016 12:00:00 AM,
1811,Food-Spice,"Seasoning ""For legs""",Lead,-1,ppm,Vitex/Russian Appetite,RUSSIAN FEDERATION,07/01/2016 12:00:00 AM,
1812,Food-Spice,Seasoning for mutton,Lead,-1,ppm,Arikon,RUSSIAN FEDERATION,07/01/2016 12:00:00 AM,
1813,Food-Spice,"Seasoning for ""Roasting Meat""",Lead,0.24,ppm,Russian Appetite/Vitex,RUSSIAN FEDERATION,07/01/2016 12:00:00 AM,
1814,Food-Spice,Red Chilly Pepper Powder/Traditional Piquant Spice,Lead,0.25,ppm,Aroma Product Ltd.,GEORGIA,07/01/2016 12:00:00 AM,
1815,Food-Spice,Ground Red Hot Pepper,Lead,0.52,ppm,Arikon,RUSSIAN FEDERATION,07/01/2016 12:00:00 AM,
1816,Food-Spice,Fenugreek,Lead,0.25,ppm,Mtskheta Food Company Ltd.,GEORGIA,07/01/2016 12:00:00 AM,
1817,Food-Spice,Barberry,Lead,0.86,ppm,Mtskheta Food Company Ltd.,GEORGIA,07/01/2016 12:00:00 AM,
1818,Food-Spice,Saffron,Lead,14,ppm,UNKNOWN OR NOT STATED,GEORGIA,07/01/2016 12:00:00 AM,
1819,Food-Spice,Khmeli Suneli,Lead,0.4,ppm,Magic Tree,RUSSIAN FEDERATION,07/01/2016 12:00:00 AM,
1820,Food-Spice,Seasoning as pic,Lead,-1,ppm,Arikon,RUSSIAN FEDERATION,07/01/2016 12:00:00 AM,
1821,Food-Spice,Packaging info is in a foreign language,Lead,-1,ppm,Arikon,RUSSIAN FEDERATION,07/01/2016 12:00:00 AM,
1822,Food-Spice,Seasoning for meat,Lead,-1,ppm,Arikon,RUSSIAN FEDERATION,07/01/2016 12:00:00 AM,
1823,Food-Spice,Fenugreek,Lead,-1,ppm,Georgian Nectar,GEORGIA,07/01/2016 12:00:00 AM,
1824,Food-Spice,Khmeli Suneli,Lead,-1,ppm,Georgian Nectar,GEORGIA,07/01/2016 12:00:00 AM,
1825,Food-Spice,Humeli-Suneli,Lead,0.39,ppm,Arikon,RUSSIAN FEDERATION,07/01/2016 12:00:00 AM,
1826,Food-Spice,Turmeric,Lead,0.4,ppm,Arikon,RUSSIAN FEDERATION,07/01/2016 12:00:00 AM,
1827,Food-Spice,Coriander,Lead,-1,ppm,Mtskheta Food Company Ltd,GEORGIA,07/01/2016 12:00:00 AM,
1828,Food-Spice,Svanetian salt,Lead,-1,ppm,Georgian Nectar,GEORGIA,07/01/2016 12:00:00 AM,
1829,Food-Spice,Maras Hot Pepper,Lead,0.44,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/01/2016 12:00:00 AM,
1830,Food-Spice,Chile Molido,Lead,0.26,ppm,UNKNOWN OR NOT STATED,MEXICO,07/01/2016 12:00:00 AM,
1831,Food-Spice,Vegeta,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/02/2016 12:00:00 AM,
1832,Food-Spice,Red pepper powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/05/2016 12:00:00 AM,
1833,Food-Spice,Cumin,Lead,0.44,ppm,UNKNOWN OR NOT STATED,INDIA,07/05/2016 12:00:00 AM,
1834,Food-Spice,Coriander,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/05/2016 12:00:00 AM,
1835,Food-Spice,Mixed curry powder,Lead,1.6,ppm,UNKNOWN OR NOT STATED,INDIA,07/05/2016 12:00:00 AM,
1836,Toys/Children's Products,Yellow toy taxi cab,Lead,110,ppm,UNKNOWN OR NOT STATED,CHINA,07/05/2016 12:00:00 AM,
1837,Dietary Supplement/Medications/Remedy,Maca magic,Arsenic,-1,ppm,Herbs America Company,UNITED STATES,07/11/2016 12:00:00 AM,
1838,Dietary Supplement/Medications/Remedy,Maca magic,Lead,-1,ppm,Herbs America Company,UNITED STATES,07/11/2016 12:00:00 AM,
1839,Dietary Supplement/Medications/Remedy,Maca magic,Mercury,-1,ppm,Herbs America Company,UNITED STATES,07/11/2016 12:00:00 AM,
1840,Cosmetics,Jordana Quick Liner Eyes,Lead,-1,ppm,Jordana Cosmetics Corp,UNITED STATES,07/11/2016 12:00:00 AM,
1841,Food-Spice,Chili,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,07/12/2016 12:00:00 AM,
1842,Food-Candy,Paleton,Lead,-1,ppm,La Corona,MEXICO,07/12/2016 12:00:00 AM,
1843,Food-Candy,manita de la suerte,Lead,-1,ppm,Veto,MEXICO,07/12/2016 12:00:00 AM,
1844,Food-Candy,Palerindas,Lead,-1,ppm,Vero dulces,MEXICO,07/22/2016 12:00:00 AM,
1845,Food Other,Tamal,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/22/2016 12:00:00 AM,
1846,Food Other,Chamoy,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/22/2016 12:00:00 AM,
1847,Food Other,Squash seeds (kalabasa),Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,07/22/2016 12:00:00 AM,
1848,Food Other,Red chili,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,07/22/2016 12:00:00 AM,
1849,Food Other,Sweet,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,07/22/2016 12:00:00 AM,
1850,Food Other,Cheese,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,07/22/2016 12:00:00 AM,
1851,Food Other,Cheese,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/22/2016 12:00:00 AM,
1852,Jewelry,Bracelet,Lead,1.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/24/2016 12:00:00 AM,
1853,Cosmetics,Intimo Shampoo de Uso Diario,Lead,-1,ppm,"Genomma Lab International, S.A.B de C.V.",MEXICO,07/29/2016 12:00:00 AM,
1854,Cosmetics,Tododia--Jabon liquido para cuerpo,Lead,-1,ppm,Natura,BRAZIL,07/29/2016 12:00:00 AM,
1855,Cosmetics,Natura Chronos Hydra,Lead,-1,ppm,Natura,BRAZIL,07/29/2016 12:00:00 AM,
1856,Cosmetics,Natura Chronos Hydra,Mercury,-1,ppm,Natura,BRAZIL,07/29/2016 12:00:00 AM,
1857,Cosmetics,Natura Una base fluida FPS 15,Lead,0.23,ppm,Natura,UNKNOWN OR NOT STATED,07/29/2016 12:00:00 AM,
1858,Cosmetics,Natura Una base fluida FPS 15,Mercury,-1,ppm,Natura,UNKNOWN OR NOT STATED,07/29/2016 12:00:00 AM,
1859,Jewelry,Gold plated bracelets,Lead,2.1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,07/29/2016 12:00:00 AM,
1860,Food-Spice,Chili Powder,Lead,1.3,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/29/2016 12:00:00 AM,
1861,Food-Spice,Cinnamon Powder,Lead,0.93,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/29/2016 12:00:00 AM,
1862,Food-Spice,Turmeric,Lead,230,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/29/2016 12:00:00 AM,
1863,Food-Spice,Takis Fuego,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,07/31/2016 12:00:00 AM,
1864,Toys/Children's Products,Toy NY Taxi,Lead,-1,ppm,Shing Fat Ltd,CHINA,08/01/2016 12:00:00 AM,
1865,Food-Spice,Chili Powder,Lead,56,ppm,UNKNOWN OR NOT STATED,PAKISTAN,08/02/2016 12:00:00 AM,
1866,Cosmetics,Surma,Lead,960000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,08/02/2016 12:00:00 AM,
1867,Food-Spice,Pilau  Biryani Seasoning,Lead,-1,ppm,Shan,UNITED STATES,08/02/2016 12:00:00 AM,
1868,Dietary Supplement/Medications/Remedy,Cordial,Lead,-1,ppm,UNKNOWN OR NOT STATED,DOMINICAN REPUBLIC,08/03/2016 12:00:00 AM,
1869,Cosmetics,Baby powder,Lead,0.62,ppm,Johnson & Johnson,UNITED STATES,08/03/2016 12:00:00 AM,
1870,Dietary Supplement/Medications/Remedy,Metamizol Sofico Jarabe,Arsenic,-1,ppm,"DEGORT'S CHEMICAL, S.A. DE C.V.",MEXICO,08/04/2016 12:00:00 AM,
1871,Dietary Supplement/Medications/Remedy,Metamizol Sofico Jarabe,Lead,-1,ppm,"DEGORT'S CHEMICAL, S.A. DE C.V.",MEXICO,08/04/2016 12:00:00 AM,
1872,Dietary Supplement/Medications/Remedy,Metamizol Sofico Jarabe,Mercury,-1,ppm,"DEGORT'S CHEMICAL, S.A. DE C.V.",MEXICO,08/04/2016 12:00:00 AM,
1873,Jewelry,Hoop earring,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,08/05/2016 12:00:00 AM,
1874,Cosmetics,Mercury Antiseptic Soap,Mercury,-1,ppm,Ronmead Ltd. England,UNITED KINGDOM,08/05/2016 12:00:00 AM,
1875,Food-Spice,Turmeric,Lead,-1,ppm,Chief Brand Products,TRINIDAD AND TOBAGO,08/05/2016 12:00:00 AM,
1876,Cosmetics,Alumbre en Polvo (Alum Powder),Mercury,-1,ppm,Promeko Inc,UNITED STATES,08/05/2016 12:00:00 AM,
1877,Dietary Supplement/Medications/Remedy,Orlistat,Arsenic,-1,ppm,Galeno Quimica S.A.,COLOMBIA,08/12/2016 12:00:00 AM,
1878,Dietary Supplement/Medications/Remedy,Orlistat,Lead,-1,ppm,Galeno Quimica S.A.,COLOMBIA,08/12/2016 12:00:00 AM,
1879,Dietary Supplement/Medications/Remedy,Orlistat,Mercury,-1,ppm,Galeno Quimica S.A.,COLOMBIA,08/12/2016 12:00:00 AM,
1880,Cosmetics,Shea Butter,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/13/2016 12:00:00 AM,
1881,Food Other,Rooibos Tea,Lead,-1,ppm,UNKNOWN OR NOT STATED,CONGO,08/13/2016 12:00:00 AM,
1882,Food-Spice,Father-in law Curry,Lead,0.49,ppm,UNKNOWN OR NOT STATED,CONGO,08/13/2016 12:00:00 AM,
1883,Food-Spice,Peri Peri,Lead,1.7,ppm,UNKNOWN OR NOT STATED,CONGO,08/13/2016 12:00:00 AM,
1884,Food-Spice,Curry Masala,Lead,0.3,ppm,UNKNOWN OR NOT STATED,CONGO,08/13/2016 12:00:00 AM,
1885,Food-Spice,Oregano,Lead,-1,ppm,UNKNOWN OR NOT STATED,DOMINICAN REPUBLIC,08/13/2016 12:00:00 AM,
1886,Toys/Children's Products,Toy car (gold and silver),Lead,-1,ppm,Mattel,THAILAND,08/13/2016 12:00:00 AM,
1887,Food-Spice,Cuzcuma,Lead,3.5,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,08/16/2016 12:00:00 AM,
1888,Food-Spice,Georgian Salt,Lead,7100,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,08/16/2016 12:00:00 AM,
1889,Food-Spice,No name  Seasoning,Lead,17000,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,08/16/2016 12:00:00 AM,
1890,Food-Spice,Saffron,Lead,8000,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,08/16/2016 12:00:00 AM,
1891,Food-Spice,Khmeli Suneli,Lead,130,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,08/16/2016 12:00:00 AM,
1892,Food-Spice,Utskho suneli,Lead,560,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,08/16/2016 12:00:00 AM,
1893,Food-Spice,Mixture of spices,Lead,2700,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,08/16/2016 12:00:00 AM,
1894,Toys/Children's Products,Clay,Lead,1.6,ppm,UNKNOWN OR NOT STATED,UNITED STATES,08/16/2016 12:00:00 AM,
1895,Toys/Children's Products,Clay,Lead,680,ppm,UNKNOWN OR NOT STATED,UNITED STATES,08/16/2016 12:00:00 AM,
1896,Toys/Children's Products,Wooden block,Lead,6,ppm,UNKNOWN OR NOT STATED,UNITED STATES,08/16/2016 12:00:00 AM,
1897,Toys/Children's Products,Block,Lead,12,ppm,UNKNOWN OR NOT STATED,UNITED STATES,08/16/2016 12:00:00 AM,
1898,Toys/Children's Products,Green Marker,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,08/16/2016 12:00:00 AM,
1899,Food-Spice,Onga seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,NIGERIA,08/18/2016 12:00:00 AM,
1900,Food-Spice,Red chili powder,Lead,1300,ppm,UNKNOWN OR NOT STATED,PAKISTAN,08/21/2016 12:00:00 AM,
1901,Cosmetics,INSTA-DRI NAIL POLISH RAPID RED 286/280,Lead,-1,ppm,SALLY HANSEN,UNITED STATES,08/21/2016 12:00:00 AM,
1902,Food-Candy,Chocolate,Lead,1.9,ppm,UNKNOWN OR NOT STATED,MEXICO,08/23/2016 12:00:00 AM,
1903,Toys/Children's Products,Crayon,Lead,0.96,ppm,Bazic,UNITED STATES,08/23/2016 12:00:00 AM,
1904,Toys/Children's Products,Crayon,Lead,-1,ppm,Bazic,UNITED STATES,08/23/2016 12:00:00 AM,
1905,Food-Spice,Black Pepper,Lead,0.35,ppm,UNKNOWN OR NOT STATED,PAKISTAN,08/23/2016 12:00:00 AM,
1906,Food-Spice,Mix Masala,Lead,0.68,ppm,UNKNOWN OR NOT STATED,PAKISTAN,08/23/2016 12:00:00 AM,
1907,Food-Candy,Masti,Lead,-1,ppm,UNKNOWN OR NOT STATED,ECUADOR,08/24/2016 12:00:00 AM,
1908,Cosmetics,Wooden eye liner/lip liner,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,08/27/2016 12:00:00 AM,
1909,Toys/Children's Products,PLASTIC BOTTLE,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/30/2016 12:00:00 AM,
1910,Jewelry,Baby teething Amulet,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,08/31/2016 12:00:00 AM,
1911,Dietary Supplement/Medications/Remedy,Russian Medicine,Lead,-1,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,09/02/2016 12:00:00 AM,
1912,Food Other,Pomawka chamomilla tea,Lead,-1,ppm,Herbes,RUSSIAN FEDERATION,09/02/2016 12:00:00 AM,
1913,Food-Spice,All purpose seasoning,Lead,-1,ppm,PODRAVKA d.d.,CROATIA (local name: Hrvatska),09/02/2016 12:00:00 AM,
1914,Food-Spice,Homemade parika mix for shishkebab,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/02/2016 12:00:00 AM,
1915,Food-Spice,Rising agent,Lead,-1,ppm,APNKON,RUSSIAN FEDERATION,09/02/2016 12:00:00 AM,
1916,Food-Spice,Anise powder,Lead,0.94,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/02/2016 12:00:00 AM,
1917,Food-Spice,Ground turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,JORDAN,09/02/2016 12:00:00 AM,
1918,Food-Spice,Meat seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/02/2016 12:00:00 AM,
1919,Toys/Children's Products,sidewalk chalk,Lead,2.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/08/2016 12:00:00 AM,
1920,Food-Spice,Oregano,Lead,0.42,ppm,UNKNOWN OR NOT STATED,POLAND,09/10/2016 12:00:00 AM,
1921,Food-Spice,Black Pepper,Lead,0.25,ppm,UNKNOWN OR NOT STATED,POLAND,09/10/2016 12:00:00 AM,
1922,Food-Spice,Tea cake,Lead,12,ppm,UNKNOWN OR NOT STATED,CHINA,09/14/2016 12:00:00 AM,
1923,Toys/Children's Products,Tinker toy,Lead,5.9,ppm,UNKNOWN OR NOT STATED,UNITED STATES,09/15/2016 12:00:00 AM,
1924,Toys/Children's Products,Toy Train,Lead,17,ppm,Brio,SWEDEN,09/15/2016 12:00:00 AM,
1925,Dietary Supplement/Medications/Remedy,Iron Supplement,Lead,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,09/15/2016 12:00:00 AM,
1926,Food Other,Araw,Lead,-1,ppm,UNKNOWN OR NOT STATED,SENEGAL,09/17/2016 12:00:00 AM,
1927,Food Other,China Green Tea,Lead,1.3,ppm,UNKNOWN OR NOT STATED,CHINA,09/17/2016 12:00:00 AM,
1928,Food Other,Peak powder milk,Lead,-1,ppm,UNKNOWN OR NOT STATED,NETHERLANDS,09/17/2016 12:00:00 AM,
1929,Food Other,Jumbo Bouillon,Lead,0.29,ppm,UNKNOWN OR NOT STATED,SPAIN,09/17/2016 12:00:00 AM,
1930,Food Other,Palm oil,Lead,-1,ppm,UNKNOWN OR NOT STATED,SENEGAL,09/17/2016 12:00:00 AM,
1931,Food-Spice,Seasoning powder [No Name],Lead,0.35,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/19/2016 12:00:00 AM,
1932,Food-Spice,Saffron,Lead,14,ppm,UNKNOWN OR NOT STATED,GEORGIA,09/22/2016 12:00:00 AM,
1933,Food-Spice,Saffron,Lead,14,ppm,UNKNOWN OR NOT STATED,GEORGIA,09/22/2016 12:00:00 AM,
1934,Food-Spice,Saffron,Lead,21,ppm,UNKNOWN OR NOT STATED,GEORGIA,09/22/2016 12:00:00 AM,
1935,Food-Spice,Saffron,Lead,21,ppm,UNKNOWN OR NOT STATED,GEORGIA,09/22/2016 12:00:00 AM,
1936,Food-Spice,ZRA 3PA,Lead,0.25,ppm,Mtskheta Food Company Ltd.,GEORGIA,09/22/2016 12:00:00 AM,
1937,Food-Spice,Ground Turmeric (Curcuma Molida),Lead,0.58,ppm,NAC Foods/N.A.C Corp.,UNKNOWN OR NOT STATED,09/22/2016 12:00:00 AM,
1938,Food-Spice,Indian curry powder,Lead,0.33,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/23/2016 12:00:00 AM,
1939,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,10/07/2016 12:00:00 AM,
1940,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2016 12:00:00 AM,
1941,Cosmetics,Olivia Creme Bleach,Mercury,-1,ppm,Maskatiya Industries (Pvt.) Ltd.,PAKISTAN,10/07/2016 12:00:00 AM,
1942,Cosmetics,Olivia Creme Bleach Accelerator,Mercury,-1,ppm,Maskatiya Industries (Pvt.) Ltd.,PAKISTAN,10/07/2016 12:00:00 AM,
1943,Religious powder,Sindoor/Pooja Powder,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,INDIA,10/07/2016 12:00:00 AM,
1944,Religious powder,Sindoor/Pooja Powder,Lead,1.2,ppm,UNKNOWN OR NOT STATED,INDIA,10/07/2016 12:00:00 AM,
1945,Religious powder,Sindoor/Pooja Powder,Mercury,-1,ppm,UNKNOWN OR NOT STATED,INDIA,10/07/2016 12:00:00 AM,
1946,Dietary Supplement/Medications/Remedy,Jarabe Sancochito,Arsenic,-1,ppm,Laboratorios Dr. Collado S.A.,DOMINICAN REPUBLIC,10/07/2016 12:00:00 AM,
1947,Dietary Supplement/Medications/Remedy,Jarabe Sancochito,Lead,-1,ppm,Laboratorios Dr. Collado S.A.,DOMINICAN REPUBLIC,10/07/2016 12:00:00 AM,
1948,Dietary Supplement/Medications/Remedy,Jarabe Sancochito,Mercury,-1,ppm,Laboratorios Dr. Collado S.A.,DOMINICAN REPUBLIC,10/07/2016 12:00:00 AM,
1949,Cosmetics,Jabon Dermaline Con Sabila Soap with Aloe Vera,Mercury,-1,ppm,Laboratorios Contifarma S.A.,DOMINICAN REPUBLIC,10/07/2016 12:00:00 AM,
1950,Cosmetics,Perlop Concha Nacar Brightening Mask,Mercury,-1,ppm,"Perlop Cosmetics, Inc.",UNITED STATES,10/07/2016 12:00:00 AM,
1951,Cosmetics,JABÓN BAMBINO AZUL Castile Soap,Mercury,0.053,ppm,Laboratorios Roldan,DOMINICAN REPUBLIC,10/07/2016 12:00:00 AM,
1952,Cosmetics,Santa (Antisept and Germicide) Soap,Mercury,-1,ppm,"Laboritarios Contifarma, S.A.",DOMINICAN REPUBLIC,10/07/2016 12:00:00 AM,
1953,Cosmetics,Grisi Mother of Pearl Concha Nacar Lightening face cream,Mercury,-1,ppm,"Laboratorios Grisi, GRISI HNOS., S.A. de C.V.",MEXICO,10/07/2016 12:00:00 AM,
1954,Food-Spice,Chilli Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2016 12:00:00 AM,
1955,Cosmetics,Fem Fairness Naturals Saffron Creme Bleach,Mercury,-1,ppm,"M.G. Shahani & Co (Delhi) Ltd.,",INDIA,10/07/2016 12:00:00 AM,
1956,Cosmetics,Fem Fairness Naturals Saffron Creme Bleach,Mercury,-1,ppm,Dabur India Ltd.,INDIA,10/07/2016 12:00:00 AM,
1957,Toys/Children's Products,World grand prix,Lead,180,ppm,UNKNOWN OR NOT STATED,UNITED STATES,10/13/2016 12:00:00 AM,
1958,Toys/Children's Products,Dinoco toy car,Lead,-1,ppm,Mattel,CHINA,10/13/2016 12:00:00 AM,
1959,Cosmetics,Nail polish,Lead,-1,ppm,Anastassia Sfeir,MEXICO,10/21/2016 12:00:00 AM,
1960,Food Other,Homemade Sour Plum Sauce,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,10/26/2016 12:00:00 AM,
1961,Food Other,Homemade Tomato Sauce,Lead,2.3,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/26/2016 12:00:00 AM,
1962,Cosmetics,Shimer Strips/Kohl Kajal surma eyeliner,Arsenic,-1,ppm,Physician's Formula Inc.,UNITED STATES,11/03/2016 12:00:00 AM,
1963,Cosmetics,Shimer Strips/Kohl Kajal surma eyeliner,Lead,3.2,ppm,Physician's Formula Inc.,UNITED STATES,11/03/2016 12:00:00 AM,
1964,Cosmetics,Shimer Strips/Kohl Kajal surma eyeliner,Mercury,-1,ppm,Physician's Formula Inc.,UNITED STATES,11/03/2016 12:00:00 AM,
1965,Cosmetics,Lip gloss,Arsenic,-1,ppm,Burt's Bees Inc.,UNITED STATES,11/03/2016 12:00:00 AM,
1966,Cosmetics,Lip gloss,Lead,1,ppm,Burt's Bees Inc.,UNITED STATES,11/03/2016 12:00:00 AM,
1967,Cosmetics,Lip gloss,Mercury,-1,ppm,Burt's Bees Inc.,UNITED STATES,11/03/2016 12:00:00 AM,
1968,Cosmetics,Black Eyeliner Powder,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
1969,Cosmetics,Black Eyeliner Powder,Lead,930000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
1970,Cosmetics,Black Eyeliner Powder,Mercury,0.29,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
1971,Dietary Supplement/Medications/Remedy,B-100 Complex,Arsenic,-1,ppm,T. P Drug Laboratories (1969) Co. Ltd.,THAILAND,11/03/2016 12:00:00 AM,
1972,Dietary Supplement/Medications/Remedy,B-100 Complex,Lead,-1,ppm,T. P Drug Laboratories (1969) Co. Ltd.,THAILAND,11/03/2016 12:00:00 AM,
1973,Dietary Supplement/Medications/Remedy,B-100 Complex,Mercury,-1,ppm,T. P Drug Laboratories (1969) Co. Ltd.,THAILAND,11/03/2016 12:00:00 AM,
1974,Dietary Supplement/Medications/Remedy,Vitamin B-12 Cyanocobalamin Injection,Arsenic,-1,ppm,American Regent Inc.,UNITED STATES,11/03/2016 12:00:00 AM,
1975,Dietary Supplement/Medications/Remedy,Vitamin B-12 Cyanocobalamin Injection,Lead,-1,ppm,American Regent Inc.,UNITED STATES,11/03/2016 12:00:00 AM,
1976,Dietary Supplement/Medications/Remedy,Vitamin B-12 Cyanocobalamin Injection,Mercury,-1,ppm,American Regent Inc.,UNITED STATES,11/03/2016 12:00:00 AM,
1977,Dietary Supplement/Medications/Remedy,Fo-Ti Root Herbal Extract,Arsenic,-1,ppm,Hawaii Pharm LLC,UNITED STATES,11/03/2016 12:00:00 AM,
1978,Dietary Supplement/Medications/Remedy,Fo-Ti Root Herbal Extract,Lead,-1,ppm,Hawaii Pharm LLC,UNITED STATES,11/03/2016 12:00:00 AM,
1979,Dietary Supplement/Medications/Remedy,Fo-Ti Root Herbal Extract,Mercury,-1,ppm,Hawaii Pharm LLC,UNITED STATES,11/03/2016 12:00:00 AM,
1980,Food Other,Xylitol Sugar,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,
